Period,^GSPC,NVDA,AAPL,KO,MCD,MS
2021-06,4297.5,19.961833953857422,134.65846252441406,49.02617263793945,215.87440490722656,81.75347900390625
2021-07,4395.259765625,19.463815689086914,143.40890502929688,52.06117630004883,226.82749938964844,85.5785903930664
2021-08,4522.68017578125,22.344608306884766,149.27857971191406,51.403907775878906,221.92103576660156,93.79627990722656
2021-09,4307.5400390625,20.682266235351562,139.3306121826172,47.89847183227539,226.56753540039062,87.40128326416016
2021-10,4605.3798828125,25.525365829467773,147.5033721923828,51.84703826904297,230.73974609375,92.31429290771484
2021-11,4567.0,32.62278366088867,162.76573181152344,48.2415771484375,229.8470458984375,85.75410461425781
2021-12,4766.18017578125,29.36310577392578,175.1028594970703,54.88149642944336,253.2979736328125,88.77474975585938
2022-01,4515.5498046875,24.44911766052246,172.35154724121094,56.54990005493164,245.15301513671875,92.7359619140625
2022-02,4373.93994140625,24.348270416259766,162.82577514648438,57.68999099731445,231.2819366455078,82.63607025146484
2022-03,4530.41015625,27.24489974975586,172.4033203125,57.467525482177734,234.95339965820312,79.59435272216797
2022-04,4131.93017578125,18.522218704223633,155.6576385498047,60.34515380859375,236.7397003173828,73.39254760742188
2022-05,4132.14990234375,18.64705467224121,146.95896911621094,59.19634246826172,239.63766479492188,79.12057495117188
2022-06,3785.3798828125,15.13874626159668,135.1905059814453,58.75737380981445,234.57334899902344,69.86198425292969
2022-07,4130.2900390625,18.142566680908203,160.69200134277344,60.36722183227539,251.62823486328125,77.4305191040039
2022-08,3955.0,15.077020645141602,155.4611358642578,58.053001403808594,241.0326385498047,79.01773834228516
2022-09,3585.6201171875,12.125345230102539,136.84375,52.7001953125,221.65969848632812,73.25971221923828
2022-10,3871.97998046875,13.485822677612305,151.83517456054688,56.71371841430664,261.9299621582031,76.18972778320312
2022-11,4080.110107421875,16.908985137939453,146.57728576660156,60.276695251464844,262.05487060546875,87.13330841064453
2022-12,3839.5,14.605633735656738,128.86831665039062,60.70418167114258,254.58506774902344,79.59679412841797
2023-01,4076.60009765625,19.525815963745117,143.11097717285156,58.51879119873047,258.32366943359375,91.12158203125
2023-02,3970.14990234375,23.202709197998047,146.20550537109375,56.79147720336914,254.9521484375,91.0732192993164
2023-03,4109.31005859375,27.761098861694336,163.80230712890625,59.19635772705078,271.67889404296875,82.86248016357422
2023-04,4169.47998046875,27.737825393676758,168.55050659179688,61.6890983581543,287.361083984375,84.91043853759766
2023-05,4179.830078125,37.81875991821289,176.07009887695312,57.371341705322266,277.0228576660156,77.8304214477539
2023-06,4450.3798828125,42.28496170043945,192.9453125,57.90985870361328,289.94561767578125,81.29547119140625
2023-07,4588.9599609375,46.71501159667969,195.41221618652344,60.00782012939453,286.3956604003906,87.15940856933594
2023-08,4507.66015625,49.34022521972656,186.8775177001953,57.97300338745117,274.625244140625,81.80720520019531
2023-09,4288.0498046875,43.48598098754883,170.5355224609375,54.24250030517578,258.7097473144531,78.46380615234375
2023-10,4193.7998046875,40.77115249633789,170.09725952148438,55.170936584472656,257.4625549316406,68.03976440429688
2023-11,4567.7998046875,46.75985336303711,189.20169067382812,57.075401306152344,276.7793273925781,77.1568603515625
2023-12,4769.830078125,49.51125717163086,192.02418518066406,58.012237548828125,292.9306945800781,90.68411254882812
2024-01,4845.64990234375,61.51905822753906,183.91554260253906,58.56351852416992,289.1864318847656,84.83948516845703
2024-02,5096.27001953125,79.10179138183594,180.27513122558594,59.085262298583984,288.7517395019531,84.4921646118164
2024-03,5254.35009765625,90.3443374633789,171.2477264404297,60.22719955444336,280.1312561035156,92.46609497070312
2024-04,5035.68994140625,86.39490509033203,170.0992889404297,61.294395446777344,271.27874755859375,89.205810546875
2024-05,5277.509765625,109.6240005493164,191.98959350585938,62.445465087890625,257.22003173828125,96.96776580810547
2024-06,5460.47998046875,123.52985382080078,210.6199951171875,63.15991973876953,253.1961212158203,96.32357025146484
2024-07,5522.2998046875,117.0199966430664,222.0800018310547,66.73999786376953,265.3999938964844,102.28990173339844
